1399156917	2
1399157287	1
1399157297	2
1399157637	1
1399158436	2
1399160466	1
1399161994	2
1399162296	3
1399164936	4
1399164976	3
1399166397	2
1399168377	1
1399169553	2
1399169717	1
1399172877	0
1399187528	1
1399187628	2
1399190478	1
1399201778	3
1399201848	4
1399201878	5
1399202938	6
1399204098	7
1399204218	6
1399204298	7
1399204698	8
1399204898	9
1399205178	8
1399205598	7
1399205698	8
1399206578	7
1399206588	8
1399209749	7
1399209759	6
1399209779	5
1399212119	6
1399212179	5
1399213139	4
1399213949	5
1399214029	6
1399215699	5
1399216039	6
1399216729	5
1399216899	4
1399217429	5
1399217459	6
1399217740	7
1399217859	6
1399217959	7
1399219009	6
1399219229	5
1399220659	6
1399222029	5
1399222879	6
1399223319	5
1399223729	4
1399223909	3
1399224689	2
1399224819	1
1399228480	2
1399230051	3
1399230202	4
1399230551	5
1399232241	4
1399232251	5
1399232281	4
1399232711	5
1399232861	6
1399232981	5
1399232991	6
1399233351	5
1399233369	4
1399233391	5
1399233731	4
1399233741	5
1399234021	4
1399234061	5
1399234331	4
1399235871	3
1399235881	4
1399236471	3
1399238571	4
1399238591	5
1399241231	6
1399241241	7
1399241601	6
1399241739	5
1399241780	4
1399242560	3
1399242620	2
1399242640	1
1399242700	2
1399244232	3
1399244322	2
1399244332	3
1399244352	2
1399245802	1
1399245812	2
1399246422	1
1399246482	0
1399257745	1
1399257804	0
1399270086	1
1399271976	0
1399275578	1
1399275588	0
1399276348	1
1399281339	0
1399283139	1
1399284534	0
1399284536	1
1399287296	2
1399288186	3
1399288666	2
1399288826	1
1399289236	2
1399290276	1
1399292686	0
1399293056	1
1399293136	2
1399293196	1
1399294016	0
1399299768	1
1399300048	0
1399300228	1
1399300588	0
1399300718	1
1399300898	0
1399301078	1
1399301508	2
1399302038	3
1399302168	4
1399302738	5
1399304458	4
1399304538	3
1399304638	4
1399305189	3
1399305209	4
1399305249	3
1399305259	4
1399306990	3
1399307000	4
1399307020	5
1399307080	4
1399307090	5
1399308110	6
1399309060	7
1399309190	6
1399309590	5
1399309670	4
1399309710	3
1399309720	4
1399309890	5
1399310120	4
1399310150	5
1399310410	6
1399310810	7
1399310870	6
1399310940	5
1399311050	6
1399311210	5
1399311240	6
1399311440	7
1399311460	6
1399311470	7
1399311970	6
1399312050	7
1399312560	8
1399312660	7
1399312830	8
1399312970	7
1399313060	8
1399313610	7
1399313650	8
1399313850	9
1399313920	10
1399313950	9
1399314100	10
1399314230	9
1399314430	8
1399314450	7
1399314500	6
1399314560	7
1399314680	8
1399314710	9
1399315060	8
1399315110	7
1399315230	6
1399315340	5
1399315530	4
1399315870	5
1399315920	7
1399316300	6
1399316380	5
1399316620	4
1399316720	3
1399317500	4
1399318280	5
1399320370	6
1399321992	5
1399322292	6
1399322512	7
1399322702	6
1399323172	7
1399323682	6
1399325483	7
1399325978	6
1399325980	7
1399326973	8
1399327003	7
1399327093	6
1399327343	7
1399327403	6
1399327413	7
1399327463	6
1399328233	5
1399328433	6
1399328523	5
1399328723	4
1399330133	2
1399330173	1
1399333314	2
1399333524	1
1399333534	2
1399333704	3
1399336744	2
1399337074	3
1399337754	2
1399338524	1
1399339254	0
1399339264	1
1399340054	0
1399344526	1
1399345606	0
1399345636	1
1399345816	0
1399356926	1
1399357506	0
1399360046	1
1399360946	2
1399361026	1
1399363707	0
1399371693	1
1399382934	3
1399384914	4
1399385394	5
1399387445	6
1399387656	5
1399388006	6
1399389126	7
1399389186	8
1399389436	7
1399389587	6
1399389867	5
1399389887	6
1399389939	5
1399389959	6
1399390037	5
1399390047	6
1399390059	5
1399390079	6
1399390210	5
1399390220	6
1399390267	5
1399390277	6
1399390302	5
1399390312	6
1399390412	5
1399390422	6
1399390542	5
1399390562	7
1399390652	6
1399390682	5
1399390692	6
1399390823	5
1399390843	6
1399390853	7
1399390973	6
1399390983	7
1399391123	6
1399391133	7
1399391184	6
1399391204	7
1399391367	8
1399391427	7
1399391437	8
1399391477	7
1399391497	8
1399391697	6
1399392088	5
1399392098	6
1399392328	7
1399392588	6
1399393018	5
1399393028	6
1399393108	5
1399393118	4
1399393128	5
1399393148	4
1399393248	5
1399393758	6
1399394028	7
1399394178	6
1399394188	7
1399394908	8
1399394968	7
1399394988	8
1399395078	7
1399395198	8
1399395728	9
1399395878	8
1399396328	9
1399396378	10
1399397078	9
1399397548	8
1399397558	9
1399398218	8
1399398228	9
1399398488	8
1399399249	9
1399399449	10
1399399639	9
1399399690	10
1399399939	11
1399400009	10
1399400019	11
1399400189	10
1399400199	11
1399400389	10
1399400489	11
1399400497	10
1399400509	11
1399400629	12
1399401469	11
1399401839	10
1399402309	9
1399402499	10
1399402649	11
1399402909	12
1399403279	11
1399403289	10
1399403509	9
1399403569	8
1399403619	7
1399403649	6
1399403669	5
1399403699	6
1399403909	7
1399404209	8
1399404219	9
1399404329	10
1399404339	11
1399404559	10
1399405762	9
1399406859	8
1399407499	7
1399407579	6
1399407709	7
1399408509	6
1399409079	5
1399409509	6
1399409589	5
1399411549	6
1399412519	5
1399412559	6
1399413209	7
1399414609	6
1399414649	7
1399415077	6
1399415229	7
1399415269	6
1399415439	4
1399416239	3
1399416540	2
1399416549	3
1399417810	2
1399419310	1
1399424600	0
1399436320	1
1399436420	0
1399441930	1
1399443040	0
1399445911	1
1399450972	2
1399452852	1
1399454002	2
1399455872	1
1399457882	0
1399458714	1
1399460613	2
1399460663	3
1399461673	2
1399461743	3
1399461783	2
1399461793	3
1399462313	4
1399462653	3
1399462663	4
1399463313	5
1399463803	4
1399463853	5
1399463873	6
1399464123	7
1399464183	6
1399464193	7
1399464293	6
1399465363	7
1399465483	6
1399465583	7
1399465893	6
1399466103	7
1399466183	8
1399466283	7
1399467203	6
1399469433	7
1399471274	6
1399471413	7
1399472063	8
1399472773	9
1399472783	10
1399473283	11
1399473543	12
1399473693	13
1399473773	12
1399474093	13
1399474103	14
1399474133	16
1399474163	17
1399474166	16
1399474173	17
1399474623	16
1399474863	15
1399475063	16
1399475313	15
1399475373	17
1399475504	18
1399475704	17
1399475714	18
1399475827	17
1399476065	18
1399476105	19
1399476165	18
1399476215	19
1399476455	18
1399476885	19
1399477255	18
1399477415	19
1399477565	20
1399477595	19
1399477685	20
1399477735	19
1399477785	18
1399477865	19
1399477915	18
1399477985	19
1399478075	20
1399478085	21
1399478105	20
1399478505	21
1399478555	20
1399478695	19
1399478735	20
1399478745	21
1399478797	20
1399478805	21
1399478895	20
1399478915	21
1399478932	22
1399478975	23
1399478985	24
1399478995	25
1399479046	24
1399479055	25
1399479095	26
1399479195	25
1399479345	26
1399479535	25
1399479596	26
1399479625	25
1399479635	26
1399479725	27
1399479742	26
1399479985	25
1399480012	26
1399480045	27
1399480134	26
1399480145	28
1399480205	29
1399480214	28
1399480215	27
1399480235	26
1399480275	25
1399480350	24
1399480380	23
1399480620	22
1399480630	23
1399480680	22
1399480970	23
1399481030	22
1399481050	21
1399481070	22
1399481110	23
1399481130	22
1399481140	21
1399481170	22
1399481200	23
1399481250	22
1399481260	23
1399481350	24
1399481580	23
1399481710	22
1399481720	23
1399481950	24
1399481970	25
1399481980	24
1399481990	25
1399482030	26
1399482040	27
1399482050	26
1399482055	27
1399482170	26
1399482180	25
1399482240	24
1399482310	25
1399482340	24
1399482450	25
1399482460	26
1399482530	25
1399482570	26
1399482630	27
1399482670	26
1399482780	27
1399482810	26
1399483080	25
1399483180	24
1399483800	25
1399483820	26
1399483840	27
1399483960	26
1399484000	27
1399484080	26
1399484090	25
1399484260	24
1399484320	23
1399484450	22
1399484460	23
1399484520	22
1399484530	23
1399484540	24
1399484590	23
1399484770	24
1399484810	23
1399485010	22
1399485060	21
1399485280	20
1399485290	21
1399485700	22
1399485750	21
1399485760	22
1399485790	23
1399485830	22
1399485870	23
1399485880	24
1399485930	23
1399485960	24
1399485970	23
1399486120	22
1399486200	21
1399486280	20
1399486300	19
1399486330	20
1399486350	19
1399486420	20
1399486480	19
1399486510	20
1399486560	19
1399486590	18
1399486680	17
1399487238	16
1399487350	15
1399487550	14
1399488340	12
1399488360	13
1399488440	12
1399488500	11
1399488610	12
1399488740	11
1399489721	10
1399489891	9
1399489981	8
1399489991	9
